text,label
"පොලිසියේ රාජකාරිය මේ සතුන් අකුරටම කරයි, ජරාව කන්නේ නැති නිසා.",joy
හරිම ලස්සන සංදර්ශනයක්. මගේ ඩොබමන් ජෝඩුවක් ඉන්නවා. එයාලා හරිම කැමතියි කකුල් දෙකෙන් ඇවිදින්න. පොලිසියේ මහත්වරුන්ට වැඩිය මේ සතුන් රාජකාරිය අකුරටම කරනවා ඇති.,joy
හරිම ශ්‍රේෂ්ඨ බල්ලෝ. අනේ මේ අයට මිනිස් ගති ගුණ පුරුදු වෙන්න දෙන්න එපා.,sadness
පොලිසියත් බල්ලන්ගේ සෙල්ලම් පෙන්නමින් මිනිස්සුන්ට් කොකා පෙන්නනවා.,disgust
මේවා බලු වැඩ හොදේ.,anger
හරිම ශ්‍රේෂ්ඨ බල්ලෝ. අනේ මේ අයට අපේ අයගේ ගති ගුණ පුරුදු වෙන්න දෙන්න එපා.,sadness
සතුන් උනත් කොයි තරම් විනයකින් යුතුයිද? අපේ මිනිසුන්ට වඩා..,joy
හරිම ලස්සන දසුන් පෙළක් මේ අය පුරුදුකරන්න පොලිස් e නිලදාරීන් කොතරම් මහන්සි වෙනවද කියා මම සියසින් දැක තිබෙනවා . ස්තුතියි මහත්වරුනි.,joy
කෙසෙල්වත්ත පොලිස් ස්ථානාධිපතිතුමා ප්‍රදේශයට විශාල සේවයක් කරන ඉතාමත් හොඳ මහත්මයෙක්. එත් එතුමාගේ නම වැරදියට සටහන් වී තිබීම කණගාටුවක් එතුමාගේ නම තිස්ස කුමාර.,sadness
ඇත්තටම රජ කාලෙට ගිය වගේ දැනුනා හරිම චමත්කාරයි.,joy
දැක්කම ලස්සනයි..!,joy
අලින්ට මේක තමයි උරුම...,sadness
අනෙක් අලින්ටත් ඔය ටිකම තමයි.,sadness
"අරුණ , ඔබ හිටියේ කිනම් රජුගේ කාලෙහිද..?",surprise
දැං ජීවත් වෙන්න ගොඩක් අමාරු කාලයක්...,sadness
මම මේ දන්නේ නැති නිසයි අහන්නේ. පුරන් කුඹුරු විතරමද වප් මගුලට ගන්නේ?,surprise
කෝටි 120 පාඩු වුණා නේද කලින් හාල් රට යවලා. ඒවගේ පාඩුව කොහොමද දරන්නේ.....,sadness
"රට ස්වයංපෝෂිතයි, අපි මැද පෙරදිග දුක්විදින කල්",anger
බොරු සෝබන වැඩ.,anger
අලි හැමදාම අලි. ඒ නිසා කාට හරි පුලුවන්ද ඔය හෙන්ඩුව හොදට රත් කරලා වටයක් කරකවලා 2ක් අනින්න. ඊට පස්සෙවත් අලි බුලත් කොටු වලට පනින එක නතර වෙයි.,anger
මී හරක් ටික ලොකු පුටු වලට යවලා හාන්න අලි අරන් වගේ. හොදයි වැඩේ,disgust
"පව් ,ඇත්ත නේන්නම්. ඌට කකුලක් අරන් කකුලක් තියන්න මොනතරම් අමාරුද?",sadness
ජනතාව නොමග යැවීමක්.!,disgust
විකාර..,anger
මොනවද මේ කතා !,surprise
මෙයාලා ඉතින් වීදි නාට්‍ය කර කර ඉදිවී. අපි මෙහේ වේළෙනවා.,anger
මැයි පෙළපාලි ඔක්කොම විහිළු.,anger
කම්කරුවන්ගේ දිනේ දේශපාලුවන්ගේ දිනයක් කරගෙනය.කොයි දේශපාලන පක්ෂයද කම්කරුවාගේ ප්‍රශ්න ගැන කතා කරන්නේ. මේ ක්‍රමය වෙනස් වුණ දාට අපිට‍ ලංකාවට ඇවිත් රැකියාවක් කරගෙන දෙයියනේ කියලා ඉන්න පුළුවන් වේවි,anger
මේවා විහිලු,disgust
මේ තමයි ආටක නාටක,disgust
මොනවාද මේ විකාර,anger
ගිනිදේවීය අපිව නැති කළා මිනිසුනි.,anger
ඔය කෙනා ගැන කතා කරන්න මම නම් කැමති නැහැ.,anger
"මුස්ලිම් අය නම් ගෙනියන්න එපා , එහෙත් ඉවරවෙයි.",disgust
සදරුවන් පුතේ. පවුම් මිලියන 10 කියන්නේ ඇමරිකන් ආර්ථිකේ මාස දෙක තුනක අදායමක්. මරන්නේ අල්කයිඩා කාරයෝ නිසා ඔයා වද වෙන්න එපා.,anger
අවුරුදු දෙක තුනක බජට් එක වියදම් කරලා හරි මුළු පාර්ලිමේන්තුවම යැවුවා නම් මුළු සිරිලකටම සිරිසැප ලැබෙනවාමයි,anger
"සදරුවන්, ඇමරිකාවෙන් අපට ගහන්නේ ඔයා දැකපු හිනේකද? මොනවද ඔහේ ඔය කියවන්නේ? බීපු මිනිහෙක් වගේ. අනික එහෙන් අපට ගැහුවොත් ඔයා ළගට දුවගෙන එන්න ඔයා අපේ තාත්තද?",anger
"මහී සහ චූලා, ඔයාලා ගැන හරිම කණගාටුයි. තවමත් ජාතිවාදය හිතේ තියාගෙන ඉන්නවා",sadness
වීරසිංහ ඔයාලා වගේ අය සිංහ නාද බලු කෙඳිරිලි. ඔයාගේ මිම්මෙන් අනිත් මිනිස්සුන්ව මනින්න එපා. හැමෝම එක වගේ මෝඩයෝ නෙමෙයි. ඇමෙරිකාව ඔයාට කිය කියා ගහන්න ඔයා කව්ද?,anger
"මුරුගන් මාමේ, ඔයා ලංකාවේද ? යුරෝපයට කඩේ යන කෙනෙක්ද?නැත්නම් තවම පරණ පුරුද්දද? මේක මිලියන 10ක් නෙවෙයි ..බිලියන 11.5ක්",anger
සදරුවන් ඔය පන්සල් යන්නේ බීලාද? මෝඩ කතා කියන්න එපා. අනුන්ට ගරහන්න එපා.,anger
අගහරු හොයන්න කලින් සෝමාලියාව ඉතියෝපියාව වගේ රටවල දිනෙන් දින මියයන අහිංසකයන් වෙනුවෙන් කන්න ටිකක් දුන්නොත් නරකද?,sadness
